Ссылка,Адрес,Цена,Тип помещения,Площадь,Этаж,Этажей в доме,Телефон
https://cian.ru/rent/commercial/294971990/,"Челябинская область, Челябинск, р-н Центральный, пл. МОПРа, 9",65000,Свобод. назнач.,137.3,-1,16,+79124012651
https://cian.ru/rent/commercial/295437504/,"Челябинская область, Челябинск, р-н Ленинский, ул. Агалакова, 66А",40000,Свобод. назнач.,75.2,1,11,+79823609786
https://cian.ru/rent/commercial/299633725/,"Челябинская область, Челябинск, р-н Калининский, мкр. Юрюзань, просп. Победы, 115А",55000,Свобод. назнач.,100.0,3,3,+79124012874
https://cian.ru/rent/commercial/302235585/,"Челябинская область, Челябинск, р-н Курчатовский, Свердловский тракт, 9",50000,Офис,110.0,3,3,+79173725837
https://cian.ru/rent/commercial/303504916/,"Челябинская область, Челябинск, р-н Металлургический, Строительная ул., 11",61600,Офис,308.0,2,2,+79823008100
https://cian.ru/rent/commercial/304044165/,"Челябинская область, Челябинск, р-н Советский, Новосельская ул., 31а",40000,Свобод. назнач.,50.0,1,1,+79123082822
https://cian.ru/rent/commercial/305522619/,"Челябинская область, Челябинск, р-н Советский, ул. Цвиллинга, 35",24000,Офис,30,1,5,+79821010364
https://cian.ru/rent/commercial/307495259/,"Челябинская область, Челябинск, р-н Тракторозаводский, просп. Ленина, 2К",42750,Офис,75,4,8,+79123207208
https://cian.ru/rent/commercial/307663097/,"Челябинская область, Челябинск, р-н Тракторозаводский, Малогрузовая ул., 1",33475 - 60450,Офис,93,4,6,+79123083570
https://cian.ru/rent/commercial/308292326/,"Челябинская область, Челябинск, р-н Калининский, мкр. Заречье, просп. Победы, 161",100000,Свобод. назнач.,70,1,9,+79123082750
https://cian.ru/rent/commercial/308431893/,"Челябинская область, Челябинск, р-н Центральный, ул. Сони Кривой, 69А",2500,Офис,10,3,4,+79821010243
https://cian.ru/rent/commercial/308790585/,"Челябинская область, Челябинск, р-н Тракторозаводский, мкр. Переездный, Линейная ул., 64",6000,Офис,12,1,4,+79823007507
https://cian.ru/rent/commercial/308935850/,"Челябинская область, Челябинск, р-н Центральный, Гвардейская ул., 8",40000,Свобод. назнач.,200,1,16,+79823008441
https://cian.ru/rent/commercial/308981830/,"Челябинская область, Челябинск, р-н Центральный, ул. Маркса, 131",170000,Офис,200,2,4,+79193509614
https://cian.ru/rent/commercial/308981833/,"Челябинская область, Челябинск, р-н Центральный, ул. Маркса, 131",782000,Офис,920,2,4,+79193509614
https://cian.ru/rent/commercial/310258323/,"Челябинская область, Челябинск, р-н Ленинский, Енисейская ул., 26",20700,Офис,46,2,2,+79822910849
https://cian.ru/rent/commercial/310502715/,"Челябинская область, Челябинск, р-н Советский, ул. Цвиллинга, 81",177000,Офис,300.0,3,5,+79193310737
https://cian.ru/rent/commercial/311615536/,"Челябинская область, Челябинск, р-н Советский, ул. Свободы, 185",11900,Офис,17.0,4,5,+79193406584
https://cian.ru/rent/commercial/311747575/,"Челябинская область, Челябинск, р-н Советский, ул. Пушкина, 65",100000,Свобод. назнач.,110.0,1,5,+79191114092
https://cian.ru/rent/commercial/312116687/,"Челябинская область, Челябинск, р-н Калининский, мкр. Северо-Запад, ул. Молодогвардейцев, 31к1",10000,Офис,28.0,2,2,+79191107332
https://cian.ru/rent/commercial/312578127/,"Челябинская область, Челябинск, р-н Советский, ул. Рылеева, 26",59310,Офис,263.6,2,3,+79124010169
https://cian.ru/rent/commercial/312656470/,"Челябинская область, Челябинск, р-н Центральный, ул. Сони Кривой, 50А",330000,Офис,330.0,2,2,+79193509614
https://cian.ru/rent/commercial/312676517/,"Челябинская область, Челябинск, р-н Советский, ул. Рылеева, 26",14525,Офис,58.1,2,3,+79124010169
https://cian.ru/rent/commercial/312712158/,"Челябинская область, Челябинск, р-н Металлургический, ул. Сурикова, 3",120000,Свобод. назнач.,800.0,2,3,+79823573412
https://cian.ru/rent/commercial/312753464/,"Челябинская область, Челябинск, р-н Центральный, ул. Свободы, 66",317200,Офис,244.0,1,8,+79193509614
https://cian.ru/rent/commercial/312764863/,"Челябинская область, Челябинск, р-н Тракторозаводский, просп. Ленина, 2К",24400,Офис,40.0,4,8,+79123207208
https://cian.ru/rent/commercial/312764866/,"Челябинская область, Челябинск, р-н Тракторозаводский, просп. Ленина, 2К",24400,Офис,40.0,6,8,+79123207208
https://cian.ru/rent/commercial/312764869/,"Челябинская область, Челябинск, р-н Советский, ул. Рылеева, 26",14750,Офис,59.1,3,3,+79124010169
https://cian.ru/rent/commercial/312768548/,"Челябинская область, Челябинск, р-н Советский, ул. Рылеева, 26",16625,Офис,66.5,3,3,+79124010169
https://cian.ru/rent/commercial/312977012/,"Челябинская область, Челябинск, р-н Курчатовский, Комсомольский просп., 10/2",54000,Офис,54.0,2,3,+79823412467
https://cian.ru/rent/commercial/312977019/,"Челябинская область, Челябинск, р-н Курчатовский, Комсомольский просп., 10",53000,Офис,53.0,3,3,+79823412467
https://cian.ru/rent/commercial/313019755/,"Челябинская область, Челябинск, р-н Тракторозаводский, ул. Марченко, 24",15000,Офис,20.0,2,6,+79193310499
https://cian.ru/rent/commercial/313066307/,"Челябинская область, Челябинск, р-н Тракторозаводский, просп. Ленина, 2К",24400,Офис,40.0,4,8,+79123207208
https://cian.ru/rent/commercial/313230611/,"Челябинская область, Челябинск, р-н Курчатовский, Производственная ул., 8А",207200,Офис,518.0,1,2,+79823412467
https://cian.ru/rent/commercial/313285787/,"Челябинская область, Челябинск, р-н Металлургический, ул. Монтажников, 1/2",12700,Офис,50.8,2,3,+79173725837
https://cian.ru/rent/commercial/313775396/,"Челябинская область, Челябинск, р-н Ленинский, Копейское ш., 1П",105000,Офис,300.0,3,4,+79173725837
https://cian.ru/rent/commercial/313778612/,"Челябинская область, Челябинск, р-н Ленинский, Копейское ш., 1П",98700,Офис,281,2.0,4.0,+79173725837
https://cian.ru/rent/commercial/313938985/,"Челябинская область, Челябинск, р-н Тракторозаводский, мкр. 21-й, Артиллерийская ул., 102",12000,Офис,15,2.0,2.0,+79193405208
https://cian.ru/rent/commercial/314133639/,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 48-й, ул. Мусы Джалиля, 7",128000,Офис,128,1.0,1.0,+79191212206
https://cian.ru/rent/commercial/314408925/,"Челябинская область, Челябинск, р-н Курчатовский, Комсомольский просп., 10/7",34800,Офис,29,2.0,2.0,+79120814520
https://cian.ru/rent/commercial/314725529/,"Челябинская область, Челябинск, р-н Центральный, просп. Ленина, 64Б",90000,Офис,60,5.0,20.0,+79114108234
https://cian.ru/rent/commercial/314925729/,"Челябинская область, Челябинск, р-н Советский, Троицкий тракт, 4К2",45000,Офис,100,1.0,3.0,+79124142015
https://cian.ru/rent/commercial/315007219/,"Челябинская область, Челябинск, р-н Тракторозаводский, Салютная ул., 23",20000,Свобод. назнач.,20,1.0,10.0,+79124012148
https://cian.ru/rent/commercial/315086756/,"Челябинская область, Челябинск, р-н Советский, ул. Цвиллинга, 39",85000,Свобод. назнач.,285,-1.0,6.0,+79193108743
https://cian.ru/rent/commercial/315130534/,"Челябинская область, Челябинск, р-н Металлургический, ул. Сталеваров, 26",7812000,Свобод. назнач.,84,1.0,5.0,+79129709173
https://cian.ru/rent/commercial/315134184/,"Челябинская область, Челябинск, р-н Тракторозаводский, мкр. 2-й участок, ул. Танкистов, 140",5000,Офис,29,,,+79823006985
https://cian.ru/rent/commercial/315238087/,"Челябинская область, Челябинск, р-н Курчатовский, Свердловский тракт, 9",15930,Офис,35.4,3,3,+79173725837
https://cian.ru/rent/commercial/315384891/,"Челябинская область, Челябинск, р-н Советский, ул. Тимирязева, 24",100000,Свобод. назнач.,294.2,-1,5,+79823204690
https://cian.ru/rent/commercial/315487686/,"Челябинская область, Челябинск, р-н Советский, Троицкий тракт, 11Л",10000,Офис,16.0,5,8,+79871206143
https://cian.ru/rent/commercial/315949866/,"Челябинская область, Челябинск, р-н Центральный, просп. Ленина, 64Б",50000,Офис,53.0,11,29,+79193109973
https://cian.ru/rent/commercial/315971320/,"Челябинская область, Челябинск, р-н Советский, Троицкий тракт, 19В",6000,Офис,16.5,2,2,+79823204690
https://cian.ru/rent/commercial/315973667/,"Челябинская область, Челябинск, р-н Советский, просп. Ленина, 23",566100,Свобод. назнач.,566.1,1,2,+79823204690
https://cian.ru/rent/commercial/315979694/,"Челябинская область, Челябинск, р-н Центральный, просп. Ленина, 64Д",228000,Свобод. назнач.,380.0,4,5,+79823204690
https://cian.ru/rent/commercial/316083575/,"Челябинская область, Челябинск, р-н Ленинский, ул. Дзержинского, 104",459000,Свобод. назнач.,270.0,1,1,+79823204690
https://cian.ru/rent/commercial/316357947/,"Челябинская область, Челябинск, р-н Тракторозаводский, просп. Ленина, 2К",11830,Офис,18.2,4,8,+79123207208
https://cian.ru/rent/commercial/316377860/,"Челябинская область, Челябинск, р-н Советский, Троицкий тракт, 66",813600,Офис,678.0,3,3,+79193405139
https://cian.ru/rent/commercial/316378549/,"Челябинская область, Челябинск, р-н Советский, Троицкий тракт, 66",59160,Офис,49.3,2,3,+79193405139
https://cian.ru/rent/commercial/316380720/,"Челябинская область, Челябинск, р-н Центральный, Советская ул., 13А",800000,Офис,700.0,1,3,+79823008126
https://cian.ru/rent/commercial/316501794/,"Челябинская область, Челябинск, р-н Центральный, Российская ул., 163",13000,Офис,20.0,1,1,+79193008497
https://cian.ru/rent/commercial/316663829/,"Челябинская область, Челябинск, р-н Калининский, Кожзаводская ул., 96",20000 - 24000,Офис,27.0,1,3,+79823010286
https://cian.ru/rent/commercial/316723420/,"Челябинская область, Челябинск, р-н Центральный, ул. Свободы, 66",315000,Офис,244.0,1,5,+79823010114
https://cian.ru/rent/commercial/316762592/,"Челябинская область, Челябинск, р-н Ленинский, ул. Агалакова, 58",288000,Свобод. назнач.,240.0,2,10,+79127715114
https://cian.ru/rent/commercial/316873678/,"Челябинская область, Челябинск, р-н Тракторозаводский, просп. Ленина, 2К",11895,Офис,18.3,5,8,+79123207208
https://cian.ru/rent/commercial/317137605/,"Челябинская область, Челябинск, р-н Тракторозаводский, просп. Ленина, 4Д",87480,Свобод. назнач.,64.8,1,16,+79124013706
https://cian.ru/rent/commercial/317352559/,"Челябинская область, Челябинск, р-н Центральный, просп. Ленина, 71А",25000,Офис,22.5,1,5,+79823573232
https://cian.ru/rent/commercial/317440637/,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 9-й, ул. Молодогвардейцев, 2",24640,Офис,17.6,3,3,+79823008126
https://cian.ru/rent/commercial/317445398/,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 9-й, ул. Молодогвардейцев, 2",175000,Свобод. назнач.,175.0,1,3,+79823008126
https://cian.ru/rent/commercial/317500828/,"Челябинская область, Челябинск, р-н Советский, ул. Елькина, 79",32200,Офис,46.0,4,5,+79821012952
https://cian.ru/rent/commercial/317675930/,"Челябинская область, Челябинск, р-н Курчатовский, Свердловский тракт, 9",7535 - 46242,Офис,110.1,3,3,+79230786907
https://cian.ru/rent/commercial/317776329/,"Челябинская область, Челябинск, р-н Калининский, мкр. 29-й, ул. 250-летия Челябинска, 27",126000,Свобод. назнач.,45.0,1,27,+79855629127
https://cian.ru/rent/commercial/317825040/,"Челябинская область, Челябинск, р-н Советский, Физкультурная ул., 34",24660,Офис,54.8,2,3,+79193312614
https://cian.ru/rent/commercial/317999272/,"Челябинская область, Челябинск, р-н Курчатовский, Сетевая ул., 11",150500,Офис,215.0,3,3,+79823008100
https://cian.ru/rent/commercial/318063550/,"Челябинская область, Челябинск, р-н Тракторозаводский, просп. Ленина, 2К",45600,Офис,80.0,6,8,+79123207208
https://cian.ru/rent/commercial/318064629/,"Челябинская область, Челябинск, р-н Центральный, ул. Труда, 156В",95000,Офис,92.0,2,20,+79127710226
https://cian.ru/rent/commercial/318564183/,"Челябинская область, Челябинск, р-н Калининский, мкр. 2-й Академ Риверсайд, ул. 40-летия Победы, 61",90000,Офис,71.0,1,10,+79821107730
https://cian.ru/rent/commercial/318812782/,"Челябинская область, Челябинск, р-н Калининский, мкр. Заречье, ул. Калинина, 7",1040000,Офис,1300.0,4,5,+79823609034
https://cian.ru/rent/commercial/318842909/,"Челябинская область, Челябинск, р-н Центральный, просп. Ленина, 89",20083,Офис,14.5,2,5,+79124012725
https://cian.ru/rent/commercial/318846172/,"Челябинская область, Челябинск, р-н Советский, ул. Воровского, 15А",150000,Офис,300.0,-1,1,+79823609034
https://cian.ru/rent/commercial/319056910/,"Челябинская область, Челябинск, р-н Металлургический, ул. Сталеваров, 5к4",60150,Офис,120.3,3,4,+79123083170
https://cian.ru/rent/commercial/319126802/,"Челябинская область, Челябинск, р-н Центральный, ул. Сони Кривой, 50",300000,Офис,377.0,1,16,+79823572631
https://cian.ru/rent/commercial/319160621/,"Челябинская область, Челябинск, р-н Центральный, ул. Труда, 176",15000,Офис,12.0,2,2,+79127715496
https://cian.ru/rent/commercial/319165180/,"Челябинская область, Челябинск, р-н Центральный, ул. Маркса, 131",280000,Офис,400.0,2,4,+79193213307
https://cian.ru/rent/commercial/319240105/,"Челябинская область, Челябинск, р-н Советский, ул. Елькина, 79",35200,Офис,64.0,3,5,+79821012952
https://cian.ru/rent/commercial/319262359/,"Челябинская область, Челябинск, р-н Курчатовский, Свердловский тракт, 9",14130,Офис,31.4,3,3,+79173725837
https://cian.ru/rent/commercial/319377348/,"Челябинская область, Челябинск, р-н Советский, Троицкий тракт, 11Л",58920,Офис,147.3,8,9,+79230771895
https://cian.ru/rent/commercial/319388637/,"Челябинская область, Челябинск, р-н Тракторозаводский, Артиллерийская ул., 122",120000,Свобод. назнач.,600.0,3,3,+79193509549
https://cian.ru/rent/commercial/319500695/,"Челябинская область, Челябинск, р-н Тракторозаводский, просп. Ленина, 4Г",62500,Свобод. назнач.,57.5,1,16,+79193410572
https://cian.ru/rent/commercial/319523244/,"Челябинская область, Челябинск, р-н Калининский, мкр. Аул, ул. Кирова, 5В",21900,Офис,23.1,6,15,+79823008409
https://cian.ru/rent/commercial/319591528/,"Челябинская область, Челябинск, р-н Центральный, ул. Энтузиастов, 38",60000,Офис,56.0,1,4,+79823009119
https://cian.ru/rent/commercial/319737610/,"Челябинская область, Челябинск, р-н Тракторозаводский, мкр. Первоозерный, ул. Комарова, 39",9900,Офис,15.0,2,10,+79193213269
https://cian.ru/rent/commercial/319739308/,"Челябинская область, Челябинск, р-н Центральный, Советская ул., 67",43000,Свобод. назнач.,132.0,-1,6,+79194001309
https://cian.ru/rent/commercial/319768130/,"Челябинская область, Челябинск, р-н Тракторозаводский, ул. Танкистов, 148",62500,Свобод. назнач.,125.0,-1,5,+79191119851
https://cian.ru/rent/commercial/319833660/,"Челябинская область, Челябинск, р-н Советский, Троицкая ул., 1Жс3",20262,Офис,30.0,2,4,+79821012952
https://cian.ru/rent/commercial/319849956/,"Челябинская область, Челябинск, р-н Тракторозаводский, мкр. Первоозерный, ул. Комарова, 39",14900,Свобод. назнач.,15.0,1,10,+79193213269
https://cian.ru/rent/commercial/319948654/,"Челябинская область, Челябинск, р-н Советский, Троицкий тракт, 25Ж",9450,Офис,21.0,2,2,+79173725837
https://cian.ru/rent/commercial/320005927/,"Челябинская область, Челябинск, р-н Советский, просп. Ленина, 27с7",16000,Офис,20.0,1,4,+79823010114
https://cian.ru/rent/commercial/320063460/,"Челябинская область, Челябинск, р-н Ленинский, Копейское ш., 1П",6580,Офис,18.8,4,4,+79173725837
https://cian.ru/rent/commercial/320244046/,"Челябинская область, Челябинск, р-н Центральный, Лесопарковая ул., 8",170000,Офис,170.0,15,16,+79823206466
https://cian.ru/rent/commercial/320250399/,"Челябинская область, Челябинск, р-н Советский, ул. Цвиллинга, 65",48000,Офис,40.0,2,4,+79193509614
https://cian.ru/rent/commercial/320309540/,"Челябинская область, Челябинск, р-н Центральный, ул. Сони Кривой, 35",50000,Свобод. назнач.,69.0,1,4,+79193005206
https://cian.ru/rent/commercial/320318896/,"Челябинская область, Челябинск, р-н Центральный, мкр. Шершни, Северная ул., 54",188000,Офис,235.0,2,3,+79823572631
https://cian.ru/rent/commercial/320319842/,"Челябинская область, Челябинск, р-н Калининский, мкр. Аул, просп. Победы, 159А",55000,Свобод. назнач.,70.0,1,10,+79821012219
https://cian.ru/rent/commercial/320720063/,"Челябинская область, Челябинск, р-н Центральный, ул. Труда, 172",31100,Офис,31.0,2,2,+79128912567
https://cian.ru/rent/commercial/320756755/,"Челябинская область, Челябинск, р-н Ленинский, Копейское ш., 73",16000,Свобод. назнач.,26.0,2,3,+79128918792
https://cian.ru/rent/commercial/320830035/,"Челябинская область, Челябинск, р-н Калининский, мкр. Верхний Плановый, ул. Героев Танкограда, 7/1",160000,Свобод. назнач.,200.0,1,2,+79821013035
https://cian.ru/rent/commercial/320842455/,"Челябинская область, Челябинск, р-н Центральный, ул. Коммуны, 87",250000,Офис,218.0,3,8,+79821107730
https://cian.ru/rent/commercial/320986590/,"Челябинская область, Челябинск, р-н Центральный, Гвардейская ул., 8",70000,Свобод. назнач.,200.0,1,10,+79193405726
https://cian.ru/rent/commercial/321064793/,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 51-й, ул. Маршала Чуйкова, 30",10000,Офис,24.0,4,10,+79193212273
https://cian.ru/rent/commercial/321138427/,"Челябинская область, Челябинск, р-н Ленинский, Копейское ш., 1П",12530,Офис,35.8,4,4,+79173725837
https://cian.ru/rent/commercial/321138432/,"Челябинская область, Челябинск, р-н Центральный, мкр. Заручейный, Красноармейская ул., 55",38168,Офис,54.1,3,5,+79173725837
https://cian.ru/rent/commercial/321296535/,"Челябинская область, Челябинск, р-н Тракторозаводский, мкр. Первоозерный, ул. Комарова, 39",193130,Свобод. назнач.,217.0,2,10,+79193312614
https://cian.ru/rent/commercial/321298028/,"Челябинская область, Челябинск, р-н Тракторозаводский, мкр. Первоозерный, ул. Комарова, 39",24950,Свобод. назнач.,50.0,2,10,+79193213269
https://cian.ru/rent/commercial/321357201/,"Челябинская область, Челябинск, р-н Тракторозаводский, Копейское ш., 88А",115200,Офис,144.0,2,4,+79124706089
https://cian.ru/rent/commercial/321505936/,"Челябинская область, Челябинск, р-н Калининский, мкр. Ферросплав, ул. Кудрявцева, 19А",165000,Офис,468.0,1,2,+79173725837
https://cian.ru/rent/commercial/321505945/,"Челябинская область, Челябинск, р-н Калининский, мкр. Ферросплав, ул. Кудрявцева, 19А",35000,Офис,100.0,2,2,+79173725837
https://cian.ru/rent/commercial/321505947/,"Челябинская область, Челябинск, р-н Калининский, мкр. Ферросплав, ул. Кудрявцева, 19А",25000,Офис,70.0,2,2,+79173725837
https://cian.ru/rent/commercial/321529343/,"Челябинская область, Челябинск, р-н Советский, Троицкая ул., 1В",81310,Офис,17.3,5,5,+79124012453
https://cian.ru/rent/commercial/321634987/,"Челябинская область, Челябинск, р-н Калининский, мкр. Заречье, Каслинская ул., 77",35000,Офис,54.0,3,7,+79128015861
https://cian.ru/rent/commercial/321696316/,"Челябинская область, Челябинск, р-н Советский, ул. Блюхера, 69",264750,Офис,1403.72,1,4,+79821010412
https://cian.ru/rent/commercial/321844899/,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 57-й, ул. Маршала Чуйкова, 21А",120000,Офис,112.6,1,10,+79123132598
https://cian.ru/rent/commercial/321922947/,"Челябинская область, Челябинск, р-н Калининский, Кожзаводская ул., 16",42000,Офис,80.0,2,2,+79823008409
https://cian.ru/rent/commercial/322048677/,"Челябинская область, Челябинск, р-н Курчатовский, мкр. 3-й, ул. Куйбышева, 49",30000,Свобод. назнач.,33.0,1,5,+79823711693
https://cian.ru/rent/commercial/322150721/,"Челябинская область, Челябинск, р-н Ленинский, Копейское ш., 38А",172000,Офис,430.0,1,2,+79823008100
https://cian.ru/rent/commercial/322333383/,"Челябинская область, Челябинск, р-н Калининский, мкр. 22-й, ул. Молодогвардейцев, 60В",32000,Офис,47.0,3,9,+79193213114
https://cian.ru/rent/commercial/322341571/,"Челябинская область, Челябинск, р-н Центральный, ул. Либкнехта, 20А",50000,Офис,52.0,3,3,+79123154694
https://cian.ru/rent/commercial/322361994/,"Челябинская область, Челябинск, р-н Курчатовский, Свердловский тракт, 9",22000,Офис,55.0,3,3,+79173725837
https://cian.ru/rent/commercial/322391083/,"Челябинская область, Челябинск, р-н Советский, ул. Цвиллинга, 60",971100,Офис,1245.0,1,8,+79193310737
https://cian.ru/rent/commercial/322392547/,"Челябинская область, Челябинск, р-н Металлургический, ул. Сталеваров, 5к4",24360,Офис,34.8,2,4,+79123083170
https://cian.ru/rent/commercial/322472881/,"Челябинская область, Челябинск, р-н Курчатовский, Черкасская ул., 17",647500,Свобод. назнач.,1850.0,3,4,+79193310737
https://cian.ru/rent/commercial/322621142/,"Челябинская область, Челябинск, р-н Центральный, просп. Ленина, 54",25000,Свобод. назнач.,15.0,1,7,+79123207339
https://cian.ru/rent/commercial/322728445/,"Челябинская область, Челябинск, р-н Калининский, мкр. Верхний Плановый, ул. Героев Танкограда, 7/2",80000,Свобод. назнач.,100.0,1,1,+79821013035
https://cian.ru/rent/commercial/322751181/,"Челябинская область, Челябинск, р-н Советский, ул. Свободы, 104Б",10000,Свобод. назнач.,15.2,-1,9,+79123083170
https://cian.ru/rent/commercial/322759403/,"Челябинская область, Челябинск, р-н Советский, ул. Либкнехта, 2",20000,Офис,23.6,9,9,+79823010114
https://cian.ru/rent/commercial/322791020/,"Челябинская область, Челябинск, р-н Советский, Троицкий тракт, 11А",120000,Офис,182.0,2,2,+79124705121
https://cian.ru/rent/commercial/322798337/,"Челябинская область, Челябинск, р-н Курчатовский, мкр. Градский прииск, Шершневская ул., 95",90000,Свобод. назнач.,176.0,2,2,+79823610216
https://cian.ru/rent/commercial/322823018/,"Челябинская область, Челябинск, р-н Калининский, мкр. Заречье, ул. Калинина, 5А",96000,Офис,120.0,3,3,+79823008126
https://cian.ru/rent/commercial/322823022/,"Челябинская область, Челябинск, р-н Калининский, мкр. Заречье, ул. Калинина, 5А",65600,Офис,82.0,3,3,+79823008126
https://cian.ru/rent/commercial/322823611/,"Челябинская область, Челябинск, р-н Центральный, ул. Труда, 84",37000,Офис,38.0,5,6,+79823609034
https://cian.ru/rent/commercial/322866626/,"Челябинская область, Челябинск, р-н Центральный, ул. Маркса, 131",782000,Свобод. назнач.,920.0,2,5,+79193213307
https://cian.ru/rent/commercial/322926716/,"Челябинская область, Челябинск, р-н Советский, ул. Елькина, 112А",868320,Офис,964.8,9,12,+79823008126
https://cian.ru/rent/commercial/322953194/,"Челябинская область, Челябинск, р-н Калининский, мкр. Колхозный, ул. Косарева, 79",45000,Офис,40.0,1,10,+79128913536
https://cian.ru/rent/commercial/322957358/,"Челябинская область, Челябинск, р-н Тракторозаводский, Копейское ш., 88/9",37500,Свобод. назнач.,600.0,2,4,+79124706089
https://cian.ru/rent/commercial/323131261/,"Челябинская область, Челябинск, р-н Ленинский, ул. Василевского, 74",50000,Офис,61.0,1,10,+79127710285
https://cian.ru/rent/commercial/323155769/,"Челябинская область, Челябинск, р-н Тракторозаводский, Копейское ш., 88/9",133334,Свобод. назнач.,2000.0,3,4,+79124706089
https://cian.ru/rent/commercial/323157327/,"Челябинская область, Челябинск, р-н Калининский, мкр. Кирсарай, просп. Победы, 160В",13500,Офис,18.0,5,6,+79193312614
https://cian.ru/rent/commercial/323157334/,"Челябинская область, Челябинск, р-н Тракторозаводский, мкр. Первоозерный, ул. Комарова, 39",39900,Свобод. назнач.,90.0,1,2,+79193213269
https://cian.ru/rent/commercial/323307079/,"Челябинская область, Челябинск, р-н Центральный, мкр. Заручейный, Красноармейская ул., 55",39695,Офис,46.4,1,5,+79173725837
https://cian.ru/rent/commercial/323307590/,"Челябинская область, Челябинск, р-н Центральный, Свердловский просп., 48",110000,Офис,90.0,1,5,+79823413117
https://cian.ru/rent/commercial/323312134/,"Челябинская область, Челябинск, р-н Советский, ул. Елькина, 79",21770,Офис,31.0,1,5,+79821012952
https://cian.ru/rent/commercial/323336646/,"Челябинская область, Челябинск, р-н Калининский, мкр. Ферросплав, ул. Либединского, 29",20000,Свобод. назнач.,18.0,1,1,+79128016143
https://cian.ru/rent/commercial/323357644/,"Челябинская область, Челябинск, р-н Советский, ул. Тимирязева, 25",50000,Офис,47.0,2,4,+79823737008
https://cian.ru/rent/commercial/323388960/,"Челябинская область, Челябинск, р-н Центральный, Лесопарковая ул., 7Е",173600,Свобод. назнач.,112.0,1,16,+79127904630
https://cian.ru/rent/commercial/323404247/,"Челябинская область, Челябинск, р-н Центральный, мкр. Заручейный, Красноармейская ул., 55",17816,Офис,33.3,-1,5,+79173725837
https://cian.ru/rent/commercial/323405716/,"Челябинская область, Челябинск, р-н Калининский, мкр. Кирсарай, просп. Победы, 168",19800,Офис,21.0,4,5,+79124011806
https://cian.ru/rent/commercial/323408339/,"Челябинская область, Челябинск, р-н Центральный, ул. Васенко, 96",24500,Офис,35.0,7,8,+79123207209
https://cian.ru/rent/commercial/323409578/,"Челябинская область, Челябинск, р-н Центральный, ул. Васенко, 96",55800,Офис,93.0,7,8,+79123207209
https://cian.ru/rent/commercial/323410133/,"Челябинская область, Челябинск, р-н Центральный, ул. Васенко, 96",16100,Офис,23.0,7,8,+79123207209
https://cian.ru/rent/commercial/323454654/,"Челябинская область, Челябинск, р-н Центральный, просп. Ленина, 28В",65000,Свобод. назнач.,63.0,1,1,+79128015797
